customer_id,name,email,phone_number,country,city,age,gender,interests,signup_date,last_purchase_date,total_spent,purchase_frequency,churn
CUST0414,Kiara Santana,mmoore@hotmail.com,+91 4616959 559,IN,Jacksonmouth,29,F,"Fashion, Sports",2024-02-05,2025-04-11,2902.91,2.6,0
CUST0415,Daniel Quinn,richardbennett@marshall.com,+1 (155) 335-9741,CA,New Timothyshire,43,F,"Fashion, Electronics, Home Appliances",2023-03-04,2024-07-06,3435.98,2.3,1
CUST0416,Christopher Liu,rebeccaromero@stephens.com,+234 447 637 9807,NG,West Joseside,70,F,"Books, Home Appliances",2024-02-04,2024-05-19,4495.45,0.6,1
CUST0417,John Massey,hollydavis@weber.biz,(838) 749-9957,US,Lake Kathleenmouth,37,Other,"Books, Beauty",2022-11-13,2023-08-16,4865.23,1.5,1
CUST0418,Gail Johnson MD,royjennifer@morris.org,+91 2360014 184,IN,South Stephanie,46,M,"Beauty, Home Appliances",2022-12-05,2024-02-07,3064.4,0.9,1
CUST0419,Kimberly Watson,vanessaedwards@wilson.com,+1 (367) 263-2393,CA,New Elizabeth,50,M,Books,2022-10-15,2024-08-26,4349.23,4.2,1
CUST0420,Joseph Tate,madisonroberts@kramer.net,+1 (545) 578-1430,CA,New Brandonview,51,Other,Fashion,2023-09-23,2024-09-27,2076.59,4.0,1
CUST0421,Mark Davis,richardhart@gmail.com,+44 7766 256524,UK,Williammouth,21,M,Home Appliances,2024-06-18,2024-12-25,4388.38,1.4,1
CUST0422,Roberto Glover,tranbenjamin@yahoo.com,(154) 516-4406,US,South Carrie,35,F,"Sports, Home Appliances",2023-05-14,2023-07-29,4598.35,3.7,1
CUST0423,Henry Lutz,calebadams@hebert.com,(954) 641-3035,US,West Connieview,49,Other,"Fashion, Home Appliances",2023-11-20,2025-01-26,3437.75,1.6,1
CUST0424,Kara Gilmore,nicholasgallagher@holland.com,+1 (244) 813-7554,CA,Jessicahaven,34,Other,"Electronics, Books, Beauty",2024-05-26,2024-10-10,2801.54,2.0,1
CUST0425,Monica Russell,sanchezrobert@anderson.biz,+91 4588215 206,IN,Susanview,67,M,Beauty,2023-10-17,2025-03-01,343.29,4.3,0
CUST0426,Samantha Carter,michaelchristensen@yahoo.com,+44 1693 295652,UK,Kramerstad,44,Other,Beauty,2022-10-02,2024-09-18,3420.71,1.7,1
CUST0427,Tyler Pruitt,harrisonkyle@roy-palmer.net,(617) 123-4700,US,West Johnhaven,29,Other,Fashion,2023-04-21,2024-02-05,2423.08,1.1,1
CUST0428,Desiree Swanson,sbishop@nunez.com,+234 396 803 1942,NG,Johnborough,63,Other,"Books, Home Appliances, Sports",2023-09-06,2024-01-22,3080.89,4.7,1
CUST0429,Joseph Matthews,zchandler@shaffer.com,+234 828 714 8450,NG,Griffithville,37,Other,"Sports, Home Appliances, Electronics",2023-01-09,2024-07-13,2349.09,1.5,1
CUST0430,Christina Watkins,zrobinson@morris.com,(840) 178-2374,US,Changmouth,41,Other,"Sports, Beauty, Books",2023-09-26,2023-11-02,2606.42,3.5,1
CUST0431,Jonathan Russell,buckjason@osborn.org,+234 209 442 7799,NG,New Davidhaven,39,F,"Books, Beauty, Sports",2023-05-29,2023-10-24,3453.62,2.7,1
CUST0432,James Kennedy,jessica91@hotmail.com,+234 525 103 4501,NG,Richardsonstad,33,M,"Home Appliances, Books, Fashion",2024-07-17,2024-07-22,1022.96,2.8,1
CUST0433,Larry Stokes,ryanjeremiah@yahoo.com,(642) 588-6618,US,New Donaldchester,34,F,"Home Appliances, Electronics",2022-11-12,2023-02-10,3311.46,5.0,1
CUST0434,Brooke Lewis,allenjoshua@barnes-davis.com,+1 (812) 863-5816,CA,New Amanda,30,F,"Beauty, Fashion, Home Appliances",2022-12-29,2023-09-20,3569.54,3.1,1
CUST0435,Lydia Strickland,travisfoster@yahoo.com,+234 909 861 1759,NG,North Juliechester,60,Other,Books,2024-03-02,2024-04-04,2585.84,4.3,1
CUST0436,Terri Golden,michaelsanders@davis.com,(801) 566-2190,US,Shelbyborough,64,Other,Beauty,2024-03-28,2024-04-10,2406.83,3.8,1
CUST0437,Dawn Peterson,lhicks@armstrong-washington.info,+234 534 881 3336,NG,New Marie,32,Other,"Home Appliances, Books",2022-10-16,2023-07-15,3306.73,1.5,1
CUST0438,Eric Spencer,matthewyoung@hotmail.com,+234 663 854 9660,NG,South Brandon,25,F,Beauty,2023-03-13,2023-05-14,1376.74,1.8,1
CUST0439,Becky Garcia,bvazquez@hotmail.com,+1 (941) 148-9313,CA,Victoriashire,48,M,"Electronics, Home Appliances, Books",2023-01-28,2024-08-31,2943.53,3.3,1
CUST0440,Donna White,lbraun@powell.org,+91 8058810 885,IN,Kaneport,26,M,"Home Appliances, Sports",2024-01-31,2024-03-21,364.9,4.3,1
CUST0441,Olivia Reese,smallkenneth@hotmail.com,+91 7143489 693,IN,Walshshire,29,M,"Books, Fashion",2024-05-05,2025-07-08,801.8,4.4,0
CUST0442,Brian Smith,stephaniezamora@gmail.com,+234 289 959 4654,NG,Kimberlychester,35,M,Sports,2023-02-08,2023-09-24,3209.04,0.5,1
CUST0443,Michael Branch,raymondwilson@yahoo.com,+44 1500 773118,UK,Thompsonborough,23,M,"Home Appliances, Beauty, Sports",2023-06-09,2023-09-02,2498.93,3.9,1
CUST0444,Connie Santiago,rachelmeyer@hotmail.com,+91 1293589 956,IN,Mariastad,20,Other,Beauty,2023-03-28,2024-03-16,4830.11,2.2,1
CUST0445,Dr. Kylie Hamilton,richardhines@rhodes.net,+234 491 686 7198,NG,Richardland,66,Other,Electronics,2023-06-12,2023-12-12,4755.34,4.5,1
CUST0446,Justin Stokes,katieaguirre@duncan-hooper.com,(357) 963-4146,US,Raymondberg,62,F,"Fashion, Electronics",2024-07-17,2025-06-04,3170.77,1.6,0
CUST0447,Denise Nolan,timothywalker@contreras.biz,+91 7554404 498,IN,North Darrylfurt,22,M,"Books, Home Appliances",2023-02-02,2024-05-29,2566.35,1.9,1
CUST0448,Michael Olsen,williamscarl@hotmail.com,+1 (157) 726-5575,CA,West Crystalland,61,M,"Home Appliances, Books",2023-08-26,2024-01-29,3022.21,2.0,1
CUST0449,Jason Thompson,omay@williams.com,+44 5584 383242,UK,South Scottport,69,F,Fashion,2024-05-27,2025-01-31,907.93,4.6,1
CUST0450,Tommy Mcclure,mpowers@gmail.com,+44 6645 120407,UK,Lake Moniquefort,64,M,"Sports, Fashion, Electronics",2023-05-30,2024-02-06,3663.13,1.1,1
CUST0451,Vicki Cunningham,andrew88@jones-lee.com,+234 564 337 2461,NG,West Michael,42,Other,"Sports, Beauty",2024-07-16,2024-12-12,3584.44,4.1,1
CUST0452,Thomas Morales,marshalljamie@gmail.com,(794) 204-2287,US,North Noah,24,Other,Electronics,2024-07-22,2024-09-26,3010.23,0.7,1
CUST0453,Jose Caldwell,ksimpson@bennett-lee.info,(176) 783-9932,US,Kurtshire,53,F,"Beauty, Fashion",2023-01-17,2024-11-02,2142.2,2.2,1
CUST0454,Erica Thomas,william16@yahoo.com,+44 5665 155469,UK,South Jamie,37,F,"Electronics, Sports, Books",2022-09-07,2023-05-27,3506.44,3.3,1
CUST0455,Joseph Pennington,kcontreras@gmail.com,+1 (176) 114-3645,CA,South Patriciashire,24,Other,"Sports, Electronics, Books",2023-02-10,2023-07-17,3067.61,1.1,1
CUST0456,Mark Green,ashleypeterson@yahoo.com,(903) 848-8175,US,Port Ronald,56,M,"Sports, Fashion",2023-09-20,2025-06-23,3945.32,2.7,0
CUST0457,Kimberly Mcdowell,ricky53@christensen.org,+234 657 836 8023,NG,Beckerville,20,Other,"Fashion, Home Appliances",2024-05-02,2024-10-28,3546.84,1.8,1
CUST0458,Jennifer Hurley,zholmes@dalton.com,+234 882 102 7162,NG,North Donna,23,M,"Beauty, Home Appliances, Fashion",2023-07-18,2024-07-23,1249.08,0.6,1
CUST0459,Gregory Craig,qshelton@smith-rogers.info,(207) 803-5340,US,Hudsonland,64,M,"Beauty, Fashion",2022-12-10,2023-09-16,3919.68,0.8,1
CUST0460,Carrie Holden,ashley79@grant.com,+91 4946323 540,IN,Kristatown,47,M,Fashion,2023-09-10,2025-01-27,4944.46,1.8,1
CUST0461,Amanda Rivera,eileendaniels@george.com,(763) 233-5884,US,Meghanhaven,61,F,"Beauty, Electronics",2022-11-30,2023-06-15,4276.02,2.1,1
CUST0462,Bradley Reed,dominguezscott@yahoo.com,(283) 340-9912,US,Westfort,18,M,"Beauty, Fashion, Books",2023-10-03,2025-02-02,4271.1,4.5,0
CUST0463,Mary Johnson,omar19@gmail.com,+234 836 742 8559,NG,Bishopfort,35,Other,Books,2022-12-30,2025-04-15,4483.19,4.8,0
CUST0464,Laura Kim,maryanderson@hotmail.com,+234 690 300 9092,NG,Port Dawnmouth,47,F,"Beauty, Home Appliances",2023-05-25,2024-01-12,996.06,2.3,1
CUST0465,Mason Fleming,brett40@kline.biz,+91 6567970 802,IN,Carrolltown,25,M,"Beauty, Electronics, Fashion",2024-01-11,2025-02-21,3279.35,4.1,0
CUST0466,Steven Thompson,joseph28@yahoo.com,(571) 707-7456,US,East Michael,69,Other,"Home Appliances, Fashion, Beauty",2024-01-04,2024-04-09,2138.54,3.2,1
CUST0467,David Lynn,ogreer@gmail.com,+234 659 686 2689,NG,Richardview,64,M,"Home Appliances, Electronics",2024-04-24,2024-12-08,3095.66,4.4,1
CUST0468,Philip Bowen,robincooper@gmail.com,+91 3883285 513,IN,Port Heather,59,F,Beauty,2022-09-30,2024-02-21,2259.37,0.8,1
CUST0469,Melissa Garcia,bwood@burns.net,+1 (432) 116-6250,CA,Mejiaport,54,M,"Books, Sports, Electronics",2023-04-23,2025-07-23,3860.89,3.1,0
CUST0470,Cory Fuller,housedaniel@george-martin.com,+91 9750032 953,IN,Brandiview,40,Other,"Beauty, Home Appliances, Fashion",2024-05-01,2024-11-20,3342.39,1.6,1
CUST0471,Jackson Foster,kelly15@harris-robinson.com,+1 (474) 734-4513,CA,Alvarezhaven,18,Other,Sports,2024-04-07,2024-05-06,4471.1,3.3,1
CUST0472,Jillian Stewart,stephanie21@clements-sparks.com,+91 6936777 281,IN,Reyeshaven,22,F,"Fashion, Books",2022-10-14,2023-10-18,4274.17,4.4,1
CUST0473,Kristina Jacobs,xsmith@young.net,+234 671 977 6706,NG,Martinberg,59,F,"Fashion, Electronics",2022-11-02,2025-05-09,346.72,1.5,0
CUST0474,Susan Parsons,sosamichelle@hotmail.com,+91 9496643 525,IN,Ryanview,23,F,"Books, Electronics",2024-07-26,2024-12-01,2276.53,3.1,1
CUST0475,Michael Dixon,jessica65@yahoo.com,+91 5832385 282,IN,West Susan,43,F,Sports,2023-03-19,2023-12-04,3751.67,0.6,1
CUST0476,Robin Patterson,taylormelissa@gmail.com,+1 (143) 259-6027,CA,Danielleshire,56,Other,"Books, Sports, Fashion",2024-07-07,2024-10-07,100.83,0.9,1
CUST0477,David Day,miranda13@nguyen.com,+91 9754131 308,IN,Petersburgh,21,M,"Books, Sports",2023-12-15,2024-06-12,4756.74,2.1,1
CUST0478,Duane Meyer,twillis@yahoo.com,+1 (247) 611-4638,CA,Colemouth,41,Other,"Electronics, Beauty",2024-01-11,2024-03-28,3039.76,3.7,1
CUST0479,Brittany Smith,samantharoberts@gmail.com,+44 9615 329049,UK,Lake Amy,58,F,"Sports, Books, Electronics",2024-02-09,2024-09-23,110.77,2.1,1
CUST0480,Cheryl Brown,natashabrewer@torres.com,(192) 632-5009,US,Bakerburgh,70,Other,"Beauty, Home Appliances, Electronics",2024-04-25,2024-07-16,4494.7,2.7,1
CUST0481,Alexander Martin,fstone@hotmail.com,+234 566 281 3960,NG,Timothymouth,43,M,"Fashion, Books",2023-01-05,2025-05-12,3093.17,1.3,0
CUST0482,Deborah Taylor,nguyenchristine@velasquez.biz,(773) 667-4950,US,South Brianburgh,58,Other,"Electronics, Home Appliances, Sports",2023-02-18,2024-09-04,3810.03,0.7,1
CUST0483,Maria Thompson,jamescobb@hotmail.com,+1 (322) 678-4049,CA,West Hunterberg,49,M,"Beauty, Electronics, Home Appliances",2024-02-08,2025-01-14,4785.33,1.1,1
CUST0484,Cindy Jenkins,oconnorlauren@nash.net,+1 (663) 247-4874,CA,West Denise,29,Other,"Fashion, Beauty, Electronics",2023-10-21,2025-01-03,2466.37,2.8,1
CUST0485,Savannah Fernandez,joseph17@hotmail.com,+91 8768311 854,IN,Robinsonfurt,38,Other,"Home Appliances, Sports",2024-01-27,2024-08-03,3321.86,3.2,1
CUST0486,Laura Green,ucarr@gmail.com,+44 3956 568531,UK,Smithshire,36,F,Fashion,2023-03-13,2024-03-30,1440.62,4.8,1
CUST0487,Anthony Wright,nhiggins@yahoo.com,+91 6484082 241,IN,East Edward,50,F,"Sports, Books, Fashion",2022-12-13,2024-10-26,3052.37,4.5,1
CUST0488,Jackson Daniel,glenware@juarez-burns.info,+44 9497 627916,UK,Baileyborough,61,F,"Fashion, Beauty, Books",2024-04-21,2024-07-06,1127.59,3.7,1
CUST0489,Mary Howard,zglass@harris.com,(341) 497-2343,US,Danielland,55,Other,"Beauty, Home Appliances, Books",2024-01-20,2025-07-20,3827.8,3.0,0
CUST0490,Shelby Duncan,maxwelldawn@maxwell.org,+91 6842624 779,IN,North Kevinfort,19,F,Electronics,2023-04-26,2024-01-04,4060.69,2.9,1
CUST0491,Logan Gonzalez,fgay@mcdaniel.com,(723) 217-3378,US,Williamsberg,28,F,"Books, Fashion, Electronics",2023-03-03,2025-05-05,1079.52,3.9,0
CUST0492,Christopher Delacruz,qowens@gmail.com,+234 154 217 2462,NG,North Patrickville,40,F,Sports,2024-02-19,2024-06-15,1099.6,2.9,1
CUST0493,Luis Johnson,dorothy87@gonzalez.com,+1 (137) 400-4153,CA,Jamesborough,53,F,Sports,2022-11-08,2023-08-15,4337.72,3.8,1
CUST0494,Jordan Mcdowell,hernandezkristen@gmail.com,+234 202 192 5660,NG,Port Angelafurt,42,F,"Beauty, Books",2023-09-20,2023-09-30,3495.39,0.7,1
CUST0495,George Smith,edwardmitchell@gmail.com,+1 (117) 960-4172,CA,Virginiastad,30,Other,"Fashion, Books",2023-11-28,2025-01-08,363.63,3.8,1
CUST0496,Andrea Harmon,jennifercarroll@anderson-neal.info,+1 (943) 117-2592,CA,South David,67,Other,Books,2024-02-11,2024-12-02,2778.41,3.2,1
CUST0497,Ian Nguyen,iparker@gmail.com,+91 1453692 365,IN,Lake Kimberlytown,29,M,"Sports, Electronics, Home Appliances",2023-03-01,2023-12-22,969.39,3.6,1
CUST0498,Jenny Cox,fhall@brown-george.com,(553) 836-2398,US,Simmonsshire,26,M,"Books, Electronics, Beauty",2022-11-17,2024-12-04,2199.69,3.0,1
CUST0499,Cameron Campbell,luis20@haynes.com,+91 5189227 160,IN,North Christinafurt,27,F,"Electronics, Sports, Books",2022-08-17,2024-05-18,3577.48,1.2,1
CUST0500,Margaret Richardson,woodbrittany@yahoo.com,+91 7240617 391,IN,Bridgesbury,22,Other,"Sports, Fashion",2023-08-20,2024-10-31,3970.55,3.0,1
CUST0501,Breanna Patrick,csmith@hotmail.com,+44 1973 906519,UK,Port Kristenville,28,F,"Sports, Home Appliances, Electronics",2023-02-11,2025-02-24,2650.97,4.0,0
CUST0502,Thomas Sparks,colejoshua@burns.net,+234 143 657 1215,NG,Port Jessicastad,39,F,"Books, Fashion",2022-08-30,2023-07-17,1183.87,1.5,1
CUST0503,Andre Cortez,fordjames@gmail.com,+1 (518) 563-2665,CA,North Steven,70,Other,Electronics,2023-07-13,2023-10-04,2699.44,5.0,1
CUST0504,Anthony Berg,travis36@gmail.com,+234 216 820 4220,NG,North Annetteburgh,57,Other,Electronics,2023-01-25,2024-06-23,2283.77,4.6,1
CUST0505,Jillian Warner,hjohnson@hotmail.com,+234 105 441 4259,NG,New Richard,25,F,"Sports, Books",2023-04-28,2025-07-26,1968.73,4.1,0
CUST0506,Sara Preston,christianrichards@hotmail.com,(346) 950-3264,US,Smithton,41,Other,"Home Appliances, Beauty, Electronics",2024-04-29,2025-04-05,4565.55,4.2,0
CUST0507,Brett Hanna,popebrent@tucker.com,+234 120 866 5303,NG,New Kayla,50,M,Fashion,2023-02-22,2024-11-09,4501.58,1.4,1
CUST0508,Kristine Graves,edwardselizabeth@hotmail.com,+1 (167) 424-3820,CA,West Cherylhaven,31,Other,"Fashion, Home Appliances, Electronics",2023-10-02,2023-11-23,2712.71,3.3,1
CUST0509,Ronald Underwood,pfowler@gmail.com,+44 4254 585750,UK,Jenningschester,65,F,"Electronics, Fashion, Beauty",2022-08-29,2025-03-01,2735.0,3.7,0
CUST0510,Terry Moses,toddcisneros@castillo-adams.com,+91 3922514 880,IN,Samuelborough,22,M,Books,2023-05-23,2024-08-19,3612.65,0.7,1
CUST0511,Linda Aguilar,eroman@carson.com,+1 (126) 319-8655,CA,New Stevenside,34,F,"Home Appliances, Beauty",2024-02-23,2025-03-29,445.17,4.2,0
CUST0512,Jason Randall,cody81@wood.org,+91 9605960 709,IN,Lesterville,25,Other,Beauty,2024-05-16,2024-09-26,1650.38,2.3,1
CUST0513,Monica Medina,ochoamelissa@hotmail.com,+1 (508) 366-5982,CA,East Katherine,20,Other,Books,2022-10-03,2024-08-23,409.86,3.9,1
CUST0514,Heather Palmer,xcompton@randolph-ryan.com,+1 (931) 126-5251,CA,South Thomasfort,37,Other,Books,2023-07-16,2025-07-20,620.06,4.0,0
CUST0515,Catherine Lopez,caitlin11@dixon.org,+91 5536829 910,IN,New Ellen,19,F,Sports,2023-12-30,2024-03-11,1968.93,4.2,1
CUST0516,Nicholas Myers,adamsbrianna@gmail.com,+44 2931 371215,UK,Port Biancaville,69,Other,"Beauty, Fashion",2023-10-08,2024-11-03,768.27,2.3,1
CUST0517,Steven May,zmitchell@tran.com,+234 209 897 8540,NG,Whiteton,68,Other,"Books, Electronics, Fashion",2023-05-02,2025-02-23,3418.72,4.6,0
CUST0518,Diane Bishop,jenniferwalls@yahoo.com,(126) 372-8422,US,Edwardmouth,43,Other,"Electronics, Books, Fashion",2024-06-17,2025-05-10,304.69,3.1,0
CUST0519,Ashley Thomas,margaretrussell@hotmail.com,+234 659 228 1005,NG,West Amanda,50,M,Fashion,2022-08-09,2023-04-03,1137.51,4.6,1
CUST0520,Lisa Beard,randall28@guzman-jones.com,+44 2038 193513,UK,Charlesville,25,M,"Sports, Electronics, Home Appliances",2023-09-17,2025-03-11,3122.74,1.6,0
CUST0521,Danielle Guerrero DVM,jenniferrodriguez@alvarez.com,+1 (449) 291-5073,CA,West Manuelhaven,34,M,Beauty,2023-10-29,2025-06-07,458.41,3.5,0
CUST0522,Ronald Johnson,rebecca44@thomas-martinez.com,+1 (539) 425-1517,CA,Lake Keith,26,Other,"Fashion, Electronics, Books",2022-10-12,2024-06-25,2487.23,2.0,1
CUST0523,Ryan Harrison,bartondavid@yahoo.com,+1 (708) 651-9955,CA,New Ambertown,49,F,"Sports, Books",2022-08-21,2025-01-18,442.06,1.4,1
CUST0524,Juan Davis,hnelson@cobb.org,+1 (289) 503-7169,CA,Amyside,69,F,"Fashion, Electronics",2024-06-02,2025-04-09,846.74,3.1,0
CUST0525,Lauren Horton,sarah69@yahoo.com,+234 805 987 2479,NG,Matthewview,65,Other,"Books, Beauty",2023-11-22,2024-06-02,1306.26,1.5,1
CUST0526,Louis Bowen,kirkkimberly@sanchez-mcfarland.com,+44 6755 218896,UK,South Christianton,48,F,"Books, Beauty",2023-03-31,2023-06-15,3429.94,2.0,1
CUST0527,Kristi Foster,john21@hotmail.com,+91 5360488 435,IN,Carolfurt,56,M,"Fashion, Sports",2023-01-23,2025-05-07,2803.19,1.3,0
CUST0528,Kristopher Curtis,kennethmata@yahoo.com,+44 3931 149239,UK,Samanthafurt,22,Other,Electronics,2023-08-12,2023-08-17,1389.85,4.5,1
CUST0529,Natalie Hawkins,djimenez@yahoo.com,+1 (908) 546-5294,CA,North Lori,55,F,"Fashion, Electronics, Books",2024-01-12,2024-08-11,3194.97,4.2,1
CUST0530,Sean Burns,amanda09@yahoo.com,+1 (901) 415-6225,CA,East Kimberly,59,M,"Home Appliances, Fashion",2024-07-23,2024-11-20,4480.53,2.9,1
CUST0531,David Casey,yliu@gmail.com,+1 (974) 748-4019,CA,Rogersport,47,Other,"Electronics, Home Appliances, Books",2024-04-16,2024-05-08,3692.81,1.8,1
CUST0532,Geoffrey Franklin,smithsarah@martin-lopez.com,+1 (255) 401-3966,CA,Pattersonfort,69,Other,"Fashion, Sports, Beauty",2022-09-11,2023-02-26,151.9,1.6,1
CUST0533,James Gallagher,fjohnson@campbell.com,+91 7249668 972,IN,Amandahaven,54,Other,Beauty,2024-01-21,2025-06-14,880.19,3.0,0
CUST0534,Abigail Strong DDS,zchapman@dawson-frey.com,+91 4286384 995,IN,East Beckystad,66,F,Electronics,2023-12-09,2024-10-05,4701.96,0.7,1
CUST0535,Alexis Pham,virginiaortiz@yahoo.com,+234 973 268 7963,NG,East Jessicaburgh,31,Other,"Home Appliances, Beauty",2023-07-10,2025-07-01,1910.23,0.7,0
CUST0536,Crystal Wolf,jeremy59@hotmail.com,+91 7473815 987,IN,South Angelaburgh,59,F,Beauty,2022-09-10,2023-07-23,4419.6,0.7,1
CUST0537,Carrie Anderson,natalie54@johnson.com,+1 (412) 768-7019,CA,Denisemouth,65,F,"Sports, Beauty, Fashion",2023-05-13,2024-06-27,3204.48,1.7,1
CUST0538,Sarah Jones,ericmarquez@mitchell-medina.info,+91 2423828 561,IN,Santanafurt,59,M,"Books, Home Appliances, Fashion",2024-02-25,2024-06-17,3303.01,2.1,1
CUST0539,Edward May,mjackson@ryan.info,+1 (462) 831-1206,CA,Port Melaniefurt,40,F,"Sports, Electronics",2024-03-15,2024-08-22,2088.63,4.2,1
CUST0540,Miguel Lee,markgardner@gmail.com,+1 (373) 739-4759,CA,Melanieport,32,M,"Beauty, Books, Fashion",2023-02-07,2023-04-12,4421.97,2.5,1
CUST0541,Sharon French,espinozarandy@wagner-palmer.com,+44 7962 462115,UK,West Jonathan,63,M,"Fashion, Home Appliances, Books",2022-08-09,2022-10-03,1015.84,2.1,1
CUST0542,Deborah Simmons,haley79@robinson.com,(757) 802-6251,US,Lake Caitlin,31,Other,Beauty,2024-07-12,2025-03-29,2459.43,2.7,0
CUST0543,Jonathan Guerrero,hmcneil@hotmail.com,+91 3600528 882,IN,West Victoriamouth,54,Other,Fashion,2022-11-22,2025-03-04,209.99,0.7,0
CUST0544,Sara Garcia,jonhall@gmail.com,+1 (982) 846-9854,CA,Pageburgh,21,M,"Fashion, Sports",2023-08-08,2024-10-30,292.04,3.1,1
CUST0545,Sandra Wong,adrienneallen@gmail.com,+91 3532485 215,IN,Johnsonburgh,19,Other,"Beauty, Books, Electronics",2023-02-24,2023-09-17,3036.85,3.0,1
CUST0546,Ms. Kayla Williams,dustinwilliams@smith.com,+44 1034 117068,UK,Lake Alexamouth,48,M,Home Appliances,2024-06-14,2024-11-24,2301.1,5.0,1
CUST0547,Thomas Romero,jmartinez@gmail.com,+1 (937) 402-4102,CA,Patrickland,67,M,"Beauty, Sports, Books",2023-07-03,2024-04-22,799.29,3.1,1
CUST0548,Cynthia Tran,daniellemiller@hotmail.com,+44 1776 924357,UK,Hillside,47,Other,"Electronics, Fashion, Home Appliances",2023-03-12,2023-06-15,3648.52,2.0,1
CUST0549,Eric Cline,johnsonjames@gmail.com,+91 8667926 955,IN,Moontown,51,Other,"Home Appliances, Fashion, Electronics",2023-12-11,2024-03-27,747.84,0.6,1
CUST0550,Tiffany Chapman,riverarebecca@gmail.com,+44 8141 553876,UK,Hendersonland,20,Other,"Electronics, Beauty, Home Appliances",2023-05-14,2024-07-20,2431.76,3.3,1
CUST0551,Jenna Watson,padillapatricia@hatfield.info,+44 9874 439666,UK,South Christinashire,18,Other,"Home Appliances, Sports, Beauty",2022-09-26,2022-10-16,4519.73,2.9,1
CUST0552,Luis Richardson,mbarnes@spencer-gray.org,+234 678 736 7639,NG,South Catherine,45,M,"Home Appliances, Books",2023-02-24,2025-02-22,4386.64,3.6,0
CUST0553,Kimberly Grant,rrice@davidson.com,+1 (479) 922-8024,CA,West Shawn,62,Other,Home Appliances,2024-03-31,2024-04-11,4042.64,4.6,1
CUST0554,James Steele,andrewmiller@ibarra-gallagher.com,+44 8447 990524,UK,South Alexis,23,F,"Sports, Home Appliances, Books",2022-09-29,2025-03-01,1347.14,3.9,0
CUST0555,Paige Baird,shelleybowers@yahoo.com,+44 6498 635294,UK,Teresaville,18,Other,"Electronics, Sports, Beauty",2022-09-30,2025-02-05,126.8,3.8,0
CUST0556,Michael Lambert,mphillips@bowers.net,+91 3426881 387,IN,New Jenniferfurt,38,F,"Electronics, Fashion",2023-07-23,2024-08-03,3307.28,3.6,1
CUST0557,Christopher Morrison,william17@gmail.com,+91 5434785 838,IN,Josephberg,52,F,"Books, Sports, Beauty",2022-11-15,2024-09-21,3292.72,1.6,1
CUST0558,Edward Tucker,ryan82@kirk.com,+91 7160071 608,IN,Lake Autumnton,68,Other,"Fashion, Books",2022-10-20,2025-02-25,3799.36,2.4,0
CUST0559,Timothy Roach,stephanie72@gmail.com,+1 (947) 239-5562,CA,Braunhaven,37,Other,"Beauty, Home Appliances",2022-09-18,2025-05-26,2819.07,1.6,0
CUST0560,Stacy Mcclure,browntodd@hotmail.com,+44 9465 291646,UK,Lake Jose,65,M,"Beauty, Fashion",2022-12-04,2025-04-21,4289.49,3.5,0
CUST0561,Xavier Jones,olsonbrian@yahoo.com,(675) 756-1966,US,North Autumntown,39,Other,"Beauty, Electronics, Fashion",2023-07-17,2024-01-19,1150.84,2.3,1
CUST0562,Stacey Rodriguez,jacob10@cox.info,+91 1893220 940,IN,East Bradley,23,M,"Sports, Home Appliances",2023-11-17,2024-04-03,4826.39,0.5,1
CUST0563,Linda Becker,sscott@miller.net,(828) 435-5801,US,Port Debbie,23,Other,Beauty,2023-07-25,2023-09-18,413.99,1.5,1
CUST0564,Jennifer Peters,mcooper@ramirez-kennedy.com,+91 7936029 956,IN,New Laurahaven,59,Other,"Beauty, Sports",2024-04-10,2025-06-24,4660.36,2.3,0
CUST0565,Christina Collins,rachelswanson@johnson.com,(257) 460-7607,US,Lake Isaac,58,F,"Electronics, Fashion",2024-07-19,2024-09-11,4734.01,4.2,1
CUST0566,Wesley Bowers,wscott@gmail.com,+1 (445) 992-3480,CA,Morenofurt,56,Other,"Beauty, Fashion, Sports",2023-07-29,2025-06-21,1501.43,0.7,0
CUST0567,Jessica Mcgee,briannarobinson@hotmail.com,(357) 406-9879,US,New Kevin,28,M,"Home Appliances, Books",2024-05-30,2024-12-28,1862.73,3.4,1
CUST0568,Janet Jarvis,iherman@gmail.com,+91 6550713 442,IN,South Lisaview,18,Other,"Electronics, Beauty, Books",2022-12-15,2024-04-21,2086.71,1.4,1
CUST0569,Jerry Rogers,susan23@white.net,+1 (441) 884-6317,CA,North Trevorport,70,F,Sports,2024-01-29,2024-03-07,4583.54,2.1,1
CUST0570,Lindsay Preston,barajassteven@pugh.com,+44 3331 444492,UK,Janetmouth,18,F,Home Appliances,2024-02-18,2024-03-10,2328.32,2.3,1
CUST0571,Michael Jackson,xlove@edwards.com,+1 (798) 281-1010,CA,Lake Derekmouth,36,F,Sports,2024-01-11,2024-11-08,621.68,0.8,1
CUST0572,Stephanie Howard,moorerobert@ellison.com,+234 983 836 3999,NG,Tammyshire,54,F,"Home Appliances, Beauty, Sports",2024-06-29,2025-02-27,4392.95,4.2,0
CUST0573,Lisa Johnson,blanchardtravis@yahoo.com,+44 4133 985548,UK,South Brooke,47,Other,"Sports, Electronics",2023-02-17,2024-12-31,3811.62,4.8,1
